startup_name,industry,city,state,funding_amount_usd,funding_round,investors,date
PayTech Solutions,Mobile Apps,Surat,Gujarat,10000000.0,Private Equity,"Naspers, DST Global, AngelList India",2024-10-14
WasteManagement Co,Cybersecurity,Jaipur,Rajasthan,354852348980.179,Pre-Series A,Kalaari Capital,2015-11-01
SpeechTech,,Nagpur,Maharashtra,10000000.0,Series A,Falcon Edge,2015-09-26
DisplayTech,SaaS,Nagpur,Maharashtra,10000000.0,Series D,"Chiratae Ventures, SoftBank Vision Fund",2017-12-27
ShopEasy,Blockchain,Visakhapatnam,Andhra Pradesh,10000000.0,Pre-Series A,"Insight Partners, Naspers",2017-10-21
GameZone,Social Media,Surat,Gujarat,10000000.0,Pre-Series A,"DST Global, Matrix Partners, Chiratae Ventures",2016-02-04
VR Gaming,SaaS,Jaipur,Rajasthan,13522753935896.05,Series A,"DST Global, Y Combinator",2020-02-02
PrivacyGuard,Mobile Apps,Jaipur,Rajasthan,10000000.0,Angel,Lightspeed Venture Partners,2017-09-08
FoodDelivery Express,Marketing Tech,Chennai,Tamil Nadu,10000000.0,Bridge Round,DST Global,2019-02-14
FashionForward,Healthtech,Coimbatore,Tamil Nadu,7799792108396.579,Series E,Kalaari Capital,2020-11-10
DigitalArt Platform,HR Tech,Jaipur,Rajasthan,10000000.0,Series D,Matrix Partners,2021-09-11
PharmEasy Online,Hardware,Pune,Maharashtra,10000000.0,Private Equity,"SAIF Partners, General Catalyst",2020-03-28
MediaHub,Real Estate,Noida,Uttar Pradesh,2604169926859.793,Seed,"Blume Ventures, Lightspeed Venture Partners",2016-08-13
EnergyEfficient,Blockchain,Coimbatore,Tamil Nadu,10000000.0,Debt Financing,"Steadview Capital, AngelList India, SAIF Partners",2015-11-26
SpeechTech,Fashion & Lifestyle,Bhopal,Madhya Pradesh,40996295871878.07,Pre-Series A,"Blume Ventures, Google Ventures, Sequoia Capital",2023-02-26
RecycleIt,E-commerce,Jaipur,Rajasthan,10000000.0,Bridge Round,"Sequoia Capital, Kalaari Capital, Lightspeed Venture Partners",2016-05-26
HealthCare Plus,Foodtech,Lucknow,Uttar Pradesh,786756921539.3856,Bridge Round,"Techstars, Steadview Capital, Blume Ventures",2023-08-03
SocialConnect,HR Tech,Chandigarh,Chandigarh,22510130077025.914,Growth Stage,Alibaba,2018-09-15
WasteManagement Co,Gaming,Hyderabad,Telangana,10000000.0,Debt Financing,"Accel Partners, 500 Startups",2024-06-23
CleanEnergy Co,Fashion & Lifestyle,Delhi,Delhi,10000000.0,Series B,"SAIF Partners, Matrix Partners",2018-08-16
WindEnergy Tech,Gaming,Visakhapatnam,Andhra Pradesh,1535009953853.566,Series D,"Insight Partners, Falcon Edge, Matrix Partners",2024-02-28
WeddingBells,E-commerce,Pune,Maharashtra,10000000.0,Growth Stage,"Y Combinator, Falcon Edge, SoftBank Vision Fund",2017-11-07
NanoTech India,Gaming,Coimbatore,Tamil Nadu,10000000.0,Angel,Techstars,2018-04-02
Antivirus Plus,Mobile Apps,Indore,Madhya Pradesh,10000000.0,Series B,"Alibaba, SAIF Partners, Accel Partners",2016-07-30
FashionForward,Hardware,Surat,Gujarat,11547097107130.69,Seed,Alpha Wave Incubation,2020-05-01
SecureComm,Logistics,Pune,Maharashtra,10000000.0,Series B,Techstars,2023-11-13
WearableTech,AI/ML,Indore,Madhya Pradesh,10000000.0,Series E,"General Catalyst, Y Combinator, Falcon Edge",2024-03-28
DoctorConnect,Fintech,Bangalore,Karnataka,1205394512339.5054,Series A,Alibaba,2020-01-24
SemiconductorHub,E-commerce,Jaipur,Rajasthan,10000000.0,Angel,"Blume Ventures, DST Global",2023-02-13
PharmEasy Online,SaaS,Chandigarh,Chandigarh,10000000.0,Series C,"500 Startups, Naspers, Steadview Capital",2015-01-12
FitTrack,Edtech,Lucknow,Uttar Pradesh,10000000.0,Series B,"Y Combinator, Amazon, Nexus Venture Partners",2024-07-13
LabTest Now,Healthtech,Kochi,Kerala,10000000.0,Series B,Alibaba,2023-09-14
ContentCreators Hub,Renewable Energy,Jaipur,Rajasthan,10000000.0,Series A,"Falcon Edge, SAIF Partners, Matrix Partners",2016-01-30
AirQuality Monitor,Cloud Services,Hyderabad,Telangana,6785984032579.761,Angel,Steadview Capital,2021-03-28
WasteManagement Co,Edtech,Indore,Madhya Pradesh,10000000.0,Growth Stage,"Accel Partners, Steadview Capital",2024-07-22
BeautyBox,HR Tech,Chandigarh,Chandigarh,10000000.0,Debt Financing,Nexus Venture Partners,2024-06-12
Insurance Plus,Logistics,Chandigarh,Chandigarh,58006983626066.31,Debt Financing,"Alibaba, DST Global, Sequoia Capital",2021-10-30
Metaverse India,AI/ML,Mumbai,Maharashtra,10000000.0,Angel,"Alpha Wave Incubation, Accel Partners",2015-08-22
LegalTech,Edtech,Coimbatore,Tamil Nadu,28946948940725.53,Series C,"Amazon, Accel Partners, Kalaari Capital",2024-08-04
SportsFit,Gaming,Pune,Maharashtra,10000000.0,Private Equity,"Alpha Wave Incubation, Blume Ventures, Matrix Partners",2024-04-03
HealthCare Plus,Edtech,Gurgaon,Haryana,3255417351316.1797,Series A,Falcon Edge,2015-06-30
AgriTech Innovations,Media & Entertainment,Lucknow,Uttar Pradesh,10000000.0,Series E,"Nexus Venture Partners, Y Combinator",2023-06-02
LabTest Now,Blockchain,Mumbai,Maharashtra,10000000.0,Growth Stage,500 Startups,2017-05-01
AgriTech Innovations,Media & Entertainment,Noida,Uttar Pradesh,10736785545078.713,Pre-Series A,Elevation Capital,2019-03-28
GameZone,Logistics,Gurgaon,Haryana,4651740224787.744,Debt Financing,"Lightspeed Venture Partners, Tiger Global, DST Global",2020-01-31
RecycleIt,Analytics,Pune,Maharashtra,57989894187705.51,Growth Stage,"Sequoia Capital, General Catalyst",2022-11-15
CloudServe,Media & Entertainment,Kochi,Kerala,10000000.0,Angel,"Matrix Partners, Chiratae Ventures",2021-04-18
DisplayTech,Logistics,Jaipur,Rajasthan,10000000.0,Series A,"Nexus Venture Partners, Naspers, Sequoia Capital",2019-09-08
DataScience Academy,Foodtech,Noida,Uttar Pradesh,10000000.0,Bridge Round,"DST Global, General Catalyst",2020-12-21
BeautyBox,HR Tech,Kolkata,West Bengal,10000000.0,Debt Financing,"Nexus Venture Partners, Google Ventures, Amazon",2015-03-17
TrainingHub,Fintech,Bangalore,Karnataka,10000000.0,Series E,Y Combinator,2024-10-11
SemiconductorHub,E-commerce,Visakhapatnam,Andhra Pradesh,36003720458.09386,Series C,"Nexus Venture Partners, Falcon Edge",2022-09-29
AudioTech,Media & Entertainment,Visakhapatnam,Andhra Pradesh,10000000.0,Seed,Steadview Capital,2019-10-05
EventPlanner,Healthtech,Surat,Gujarat,10000000.0,Series C,Kalaari Capital,2018-03-01
TrafficManagement,Hardware,Kochi,Kerala,10000000.0,Growth Stage,"AngelList India, SoftBank Vision Fund",2024-08-24
FraudDetection AI,Fashion & Lifestyle,Visakhapatnam,Andhra Pradesh,561759008542.7897,Debt Financing,"General Catalyst, Sequoia Capital",2018-12-11
AI Analytics,Hardware,Coimbatore,Tamil Nadu,10000000.0,Bridge Round,Falcon Edge,2019-09-16
Influencer Network,Biotechnology,Noida,Uttar Pradesh,10000000.0,Private Equity,"Matrix Partners, Alibaba",2024-01-30
AdTech Solutions,Agritech,Kochi,Kerala,10000000.0,Bridge Round,"Y Combinator, Sequoia Capital",2022-05-01
BookMyService,Cloud Services,Noida,Uttar Pradesh,10000000.0,Debt Financing,"Blume Ventures, Naspers",2024-10-25
ChipManufacture,Cloud Services,Lucknow,Uttar Pradesh,10000000.0,Seed,"AngelList India, SAIF Partners",2021-03-13
BeautyBox,Biotechnology,Kolkata,West Bengal,829714948886.2555,Debt Financing,"Tencent, Accel Partners",2018-07-17
AutoParts Direct,Media & Entertainment,Bhopal,Madhya Pradesh,10000000.0,Private Equity,Blume Ventures,2024-11-11
AdTech Solutions,Hardware,Gurgaon,Haryana,140913768101033.47,Bridge Round,"DST Global, General Catalyst",2019-07-03
BeautyBox,Real Estate,Kochi,Kerala,10000000.0,Growth Stage,"Steadview Capital, Tencent",2024-03-26
Firewall Tech,Media & Entertainment,Pune,Maharashtra,10000000.0,Series E,"Techstars, Insight Partners",2017-12-28
RiskAnalysis Platform,Edtech,Gurgaon,Haryana,1677558879286.3423,Private Equity,"Naspers, Google Ventures, Tencent",2018-06-28
EncryptionTech,Foodtech,Noida,Uttar Pradesh,8569848954117.68,Private Equity,"Naspers, Amazon, Steadview Capital",2017-12-15
JobPortal Pro,Automotive,Gurgaon,Haryana,538891121971.6622,Series C,"Steadview Capital, Tiger Global",2021-03-29
QuickGrocery,CleanTech,Coimbatore,Tamil Nadu,10000000.0,Series D,Alpha Wave Incubation,2020-08-22
CodingBootcamp,Real Estate,Chennai,Tamil Nadu,10000000.0,Bridge Round,"Y Combinator, Techstars, Naspers",2022-02-21
SemiconductorHub,Logistics,Bangalore,Karnataka,10000000.0,Series B,"Insight Partners, Chiratae Ventures",2020-08-05
SpeechTech,Edtech,Ahmedabad,Gujarat,181385573974819.75,Series D,"SAIF Partners, Google Ventures, Steadview Capital",2019-07-22
NLP Solutions,Hardware,Mumbai,Maharashtra,10000000.0,Private Equity,"Alibaba, SAIF Partners, Matrix Partners",2020-09-11
BeautyBox,Renewable Energy,Chennai,Tamil Nadu,1587139414939.3298,Debt Financing,"General Catalyst, Alpha Wave Incubation",2017-05-12
VR Gaming,Logistics,Visakhapatnam,Andhra Pradesh,10000000.0,Series B,"Techstars, SoftBank Vision Fund",2015-09-05
MarketingAI,HR Tech,Lucknow,Uttar Pradesh,13410416328783.977,Growth Stage,"DST Global, Techstars, Tencent",2017-06-22
DroneDelivery,E-commerce,Coimbatore,Tamil Nadu,140050339634.47495,Series B,"SoftBank Vision Fund, SAIF Partners",2016-08-06
LoanSimple,Media & Entertainment,Hyderabad,Telangana,10000000.0,Series A,"Nexus Venture Partners, SAIF Partners",2024-04-13
SocialConnect,Real Estate,Coimbatore,Tamil Nadu,550787150084.0323,Seed,"Amazon, Accel Partners",2016-03-09
PayTech Solutions,Cloud Services,Kochi,Kerala,10000000.0,Seed,"Accel Partners, Amazon, Tiger Global",2023-08-19
VirtualAssistant India,Automotive,Noida,Uttar Pradesh,10000000.0,Series D,Lightspeed Venture Partners,2022-04-17
DigitalArt Platform,Foodtech,Chandigarh,Chandigarh,10000000.0,Seed,Tencent,2024-06-28
LabTest Now,Cloud Services,Lucknow,Uttar Pradesh,10000000.0,Bridge Round,"Steadview Capital, 500 Startups",2023-04-18
DoctorConnect,SaaS,Jaipur,Rajasthan,727728026110.9567,Series D,"Falcon Edge, Y Combinator, Tencent",2017-11-15
JobPortal Pro,E-commerce,Ahmedabad,Gujarat,10000000.0,Series A,Elevation Capital,2019-07-20
AutoParts Direct,IoT,Bangalore,Karnataka,1185046848246.5293,Angel,"Alpha Wave Incubation, SAIF Partners",2024-07-25
InvestSmart,Travel & Hospitality,Jaipur,Rajasthan,10000000.0,Seed,"General Catalyst, Sequoia Capital",2015-07-21
ChipManufacture,Renewable Energy,Pune,Maharashtra,2424146869542.7505,Series C,"Lightspeed Venture Partners, Blume Ventures",2015-06-01
ARGlasses,Healthtech,Indore,Madhya Pradesh,10000000.0,Series B,"Falcon Edge, 500 Startups",2018-10-05
PharmEasy Online,Cybersecurity,Indore,Madhya Pradesh,10000000.0,Series C,"Kalaari Capital, SAIF Partners, Alpha Wave Incubation",2022-12-13
FurnitureWorld,Social Media,Noida,Uttar Pradesh,10000000.0,Series A,"Chiratae Ventures, Falcon Edge, DST Global",2018-09-07
SolarPower Solutions,Foodtech,Kolkata,West Bengal,10000000.0,Angel,"Lightspeed Venture Partners, Elevation Capital, Accel Partners",2024-04-01
MediaHub,Healthtech,Surat,Gujarat,10000000.0,Debt Financing,Alpha Wave Incubation,2023-10-26
MusicStream,Consumer Services,Nagpur,Maharashtra,385556752195939.4,Growth Stage,Chiratae Ventures,2017-11-11
ElectroMart,CleanTech,Pune,Maharashtra,10000000.0,Pre-Series A,"General Catalyst, SoftBank Vision Fund",2020-10-25
MusicStream,Analytics,Gurgaon,Haryana,10000000.0,Series D,DST Global,2017-11-01
ChatbotBuilder,Fintech,Delhi,Delhi,10000000.0,Series A,"Sequoia Capital, Tiger Global, Alpha Wave Incubation",2017-08-01
WeddingBells,Enterprise Software,Kolkata,West Bengal,10000000.0,Pre-Series A,"Nexus Venture Partners, Lightspeed Venture Partners",2020-11-02
ShopEasy,Agritech,Bangalore,Karnataka,10000000.0,Debt Financing,Sequoia Capital,2021-12-06
SemiconductorHub,Travel & Hospitality,Indore,Madhya Pradesh,10000000.0,Series B,"Techstars, Tencent",2018-09-12
AI Analytics,Travel & Hospitality,Coimbatore,Tamil Nadu,10000000.0,Seed,"Chiratae Ventures, Alibaba, AngelList India",2021-09-15
Antivirus Plus,Blockchain,Kolkata,West Bengal,10000000.0,Series B,"Accel Partners, Alpha Wave Incubation",2017-04-18
SportsFit,Cybersecurity,Kochi,Kerala,10000000.0,Series D,Amazon,2022-02-21
TranslationAI,IoT,Chandigarh,Chandigarh,855449173527.9185,Debt Financing,"Insight Partners, Accel Partners",2023-03-27
CleanEnergy Co,Renewable Energy,Delhi,Delhi,10000000.0,Series C,Chiratae Ventures,2022-12-06
CryptoTrade India,Agritech,Nagpur,Maharashtra,27685981856086.387,Bridge Round,Nexus Venture Partners,2020-04-07
ElectroMart,Gaming,Chandigarh,Chandigarh,10000000.0,Private Equity,"Naspers, General Catalyst, Insight Partners",2022-06-25
AdTech Solutions,Real Estate,Chandigarh,Chandigarh,10000000.0,Series C,Amazon,2015-01-18
HealthCare Plus,IoT,Delhi,Delhi,2829813016887.6494,Angel,"Accel Partners, Y Combinator",2017-08-21
BatteryTech,E-commerce,Indore,Madhya Pradesh,10000000.0,Debt Financing,"AngelList India, Chiratae Ventures, Tiger Global",2022-07-17
VR Gaming,Biotechnology,Indore,Madhya Pradesh,10000000.0,Series D,"SAIF Partners, Alibaba, Elevation Capital",2020-03-30
DeepLearning India,HR Tech,Jaipur,Rajasthan,10000000.0,Growth Stage,Matrix Partners,2018-02-12
AirQuality Monitor,Real Estate,Ahmedabad,Gujarat,10000000.0,Debt Financing,"Alpha Wave Incubation, DST Global, Matrix Partners",2019-03-20
NFT Marketplace,SaaS,Hyderabad,Telangana,10924224879824.01,Series A,"Tiger Global, Techstars, General Catalyst",2023-11-14
AI Analytics,Agritech,Bangalore,Karnataka,10000000.0,Angel,"Naspers, Falcon Edge",2021-06-06
FitTrack,,Indore,Madhya Pradesh,10000000.0,Series E,"Tencent, Y Combinator, Techstars",2024-05-19
ChipManufacture,IoT,Bangalore,Karnataka,10000000.0,Growth Stage,Falcon Edge,2017-11-11
TravelBuddy,CleanTech,Mumbai,Maharashtra,4215782503092.4756,Growth Stage,DST Global,2019-05-06
GameZone,Cybersecurity,Surat,Gujarat,10000000.0,Series D,"Google Ventures, Elevation Capital, Matrix Partners",2018-03-27
WasteManagement Co,Cloud Services,Bangalore,Karnataka,10000000.0,Seed,"Nexus Venture Partners, Matrix Partners",2015-07-18
PasswordManager,Logistics,Jaipur,Rajasthan,10000000.0,Seed,"Matrix Partners, Lightspeed Venture Partners",2024-04-11
DroneDelivery,Cloud Services,Visakhapatnam,Andhra Pradesh,10000000.0,Angel,General Catalyst,2021-09-03
EduLearn,Travel & Hospitality,Surat,Gujarat,10000000.0,Bridge Round,"DST Global, 500 Startups, Elevation Capital",2019-07-06
EnergyEfficient,E-commerce,Indore,Madhya Pradesh,10000000.0,Angel,"Steadview Capital, SoftBank Vision Fund, Techstars",2021-06-23
ARGlasses,Fashion & Lifestyle,Chandigarh,Chandigarh,10000000.0,Series E,"Alibaba, Y Combinator",2015-03-15
JobPortal Pro,CleanTech,Gurgaon,Haryana,32072685150932.29,Series C,Elevation Capital,2018-07-05
FurnitureWorld,Travel & Hospitality,Visakhapatnam,Andhra Pradesh,602934675694.2286,Series A,"SoftBank Vision Fund, Tiger Global, Techstars",2017-10-22
EventPlanner,Agritech,Kochi,Kerala,10000000.0,Series C,Amazon,2018-06-18
TravelBuddy,E-commerce,Noida,Uttar Pradesh,4757957510722.847,Growth Stage,"Matrix Partners, Google Ventures, Sequoia Capital",2015-09-13
BlockchainHub,Fintech,Bhopal,Madhya Pradesh,10000000.0,Series D,"General Catalyst, Elevation Capital, 500 Startups",2019-05-23
AutoParts Direct,Automotive,Pune,Maharashtra,19187717332100.844,Series B,"Tiger Global, Tencent",2018-09-28
DataBackup Solutions,Enterprise Software,Lucknow,Uttar Pradesh,10000000.0,Series C,"Steadview Capital, Blume Ventures",2017-10-15
HomeServices,AI/ML,Jaipur,Rajasthan,16788314775933.105,Debt Financing,Blume Ventures,2015-05-01
BlockchainHub,Real Estate,Bhopal,Madhya Pradesh,10000000.0,Series A,"Tencent, Y Combinator",2020-08-06
Insurance Plus,Cloud Services,Chandigarh,Chandigarh,9365901694217.482,Pre-Series A,"Kalaari Capital, Naspers, Blume Ventures",2019-04-10
EduLearn,Travel & Hospitality,Pune,Maharashtra,10000000.0,Series B,Insight Partners,2015-10-01
DisplayTech,Gaming,Visakhapatnam,Andhra Pradesh,10000000.0,Series E,Sequoia Capital,2020-04-04
AudioTech,Fintech,Jaipur,Rajasthan,10000000.0,Pre-Series A,Nexus Venture Partners,2018-08-14
ShopEasy,Logistics,Visakhapatnam,Andhra Pradesh,10000000.0,Seed,Insight Partners,2020-11-04
ShopEasy,Cybersecurity,Kolkata,West Bengal,10000000.0,Growth Stage,"Y Combinator, Falcon Edge",2023-11-20
ShopEasy,Healthtech,Mumbai,Maharashtra,10000000.0,Bridge Round,Tencent,2015-11-17
Metaverse India,Real Estate,Gurgaon,Haryana,10000000.0,Bridge Round,"Steadview Capital, AngelList India",2018-11-14
AI Research Lab,Cybersecurity,Delhi,Delhi,27356552703571.727,Angel,"Nexus Venture Partners, Amazon",2021-11-21
BlockchainHub,Fintech,Visakhapatnam,Andhra Pradesh,10000000.0,Seed,"Naspers, Kalaari Capital",2015-12-10
ChipManufacture,Logistics,Kochi,Kerala,10000000.0,Seed,"Y Combinator, Naspers",2015-11-21
EduLearn,Logistics,Bhopal,Madhya Pradesh,10000000.0,Private Equity,"AngelList India, Lightspeed Venture Partners, Accel Partners",2017-01-27
DeepLearning India,Edtech,Mumbai,Maharashtra,10000000.0,Series D,General Catalyst,2019-12-12
AI Research Lab,Travel & Hospitality,Chennai,Tamil Nadu,35972296323998.93,Private Equity,Y Combinator,2015-08-22
Metaverse India,Fashion & Lifestyle,Noida,Uttar Pradesh,10000000.0,Series B,Nexus Venture Partners,2017-03-07
LegalTech,Consumer Services,Gurgaon,Haryana,10000000.0,Series B,Insight Partners,2015-03-07
SmartWatch India,CleanTech,Kolkata,West Bengal,10000000.0,Growth Stage,"SoftBank Vision Fund, Amazon, Y Combinator",2024-11-18
VR Gaming,Real Estate,Bhopal,Madhya Pradesh,8574913461511.208,Pre-Series A,Chiratae Ventures,2016-03-28
CloudStorage Pro,Gaming,Lucknow,Uttar Pradesh,10000000.0,Pre-Series A,"Nexus Venture Partners, Naspers, Amazon",2017-07-25
SecureComm,Renewable Energy,Jaipur,Rajasthan,10000000.0,Growth Stage,Alibaba,2020-07-30
SocialConnect,Hardware,Coimbatore,Tamil Nadu,10000000.0,Series C,"Techstars, Nexus Venture Partners",2018-10-20
Metaverse India,Cybersecurity,Mumbai,Maharashtra,7217871161252.158,Pre-Series A,SoftBank Vision Fund,2016-08-20
WaterPurify,Mobile Apps,Ahmedabad,Gujarat,10000000.0,Bridge Round,"Steadview Capital, Y Combinator",2023-01-23
MusicStream,Cybersecurity,Chennai,Tamil Nadu,1903290329718.8706,Series A,Steadview Capital,2018-08-14
SportsFit,Hardware,Hyderabad,Telangana,21917622813071.41,Seed,"Steadview Capital, Google Ventures",2023-07-12
CryptoTrade India,IoT,Gurgaon,Haryana,12183639643006.373,Angel,Tencent,2022-10-18
FashionForward,Fashion & Lifestyle,Mumbai,Maharashtra,10000000.0,Seed,"Kalaari Capital, Accel Partners",2019-06-11
BiometricAuth,Logistics,Hyderabad,Telangana,10000000.0,Series A,"Blume Ventures, General Catalyst",2019-06-24
RecycleIt,Agritech,Surat,Gujarat,3230470806715.3394,Series B,"Blume Ventures, Nexus Venture Partners",2021-09-29
CloudServe,Fashion & Lifestyle,Noida,Uttar Pradesh,10000000.0,Debt Financing,Alibaba,2015-01-17
AI Research Lab,Social Media,Coimbatore,Tamil Nadu,3065271411419.224,Series B,"Google Ventures, Steadview Capital, Falcon Edge",2024-05-05
PharmEasy Online,IoT,Coimbatore,Tamil Nadu,10000000.0,Series B,"Alpha Wave Incubation, Insight Partners",2016-02-11
CloudServe,Agritech,Gurgaon,Haryana,1919643757874.6174,Series B,Nexus Venture Partners,2017-08-21
RoboticsTech,HR Tech,Hyderabad,Telangana,286597295696.87976,Series C,"General Catalyst, Y Combinator",2018-12-07
ContentCreators Hub,Enterprise Software,Noida,Uttar Pradesh,10000000.0,Series C,Techstars,2024-12-12
ARGlasses,Healthtech,Kochi,Kerala,10000000.0,Series A,"Google Ventures, Nexus Venture Partners",2019-01-30
EVCharging Network,Cloud Services,Noida,Uttar Pradesh,29895469623090.53,Series C,Tiger Global,2023-12-11
ParkingFinder,Marketing Tech,Surat,Gujarat,10957516042795.8,Series A,"Blume Ventures, Naspers",2024-05-19
CloudServe,Consumer Services,Noida,Uttar Pradesh,10000000.0,Bridge Round,"Accel Partners, Steadview Capital",2022-07-29
RoboticsTech,Travel & Hospitality,Chennai,Tamil Nadu,10000000.0,Series E,Tiger Global,2022-03-01
AgriTech Innovations,Hardware,Lucknow,Uttar Pradesh,10000000.0,Angel,"Sequoia Capital, Kalaari Capital, Elevation Capital",2020-06-25
ComplianceTech,HR Tech,Kochi,Kerala,10000000.0,Angel,"Alibaba, DST Global, Accel Partners",2018-11-25
GameZone,Fashion & Lifestyle,Surat,Gujarat,20850135154639.18,Series C,Y Combinator,2018-09-30
QuickGrocery,Analytics,Chandigarh,Chandigarh,10000000.0,Angel,"Amazon, Elevation Capital",2020-04-28
